Province/State,Country/Region,Lat,Long,Date,Deaths
Ningxia,China,37.2692,106.1655,03-15-2020 ,0
Ningxia,China,37.2692,106.1655,03-15-2020 ,0
New Jersey,US,40.2989,-74.521,03-15-2020 ,2
New Jersey,US,40.2989,-74.521,03-15-2020 ,2
New Jersey,US,40.2989,-74.521,03-15-2020 ,2
New Jersey,US,40.298904,-74.521011,03-15-2020 ,2
New Jersey,US,40.2989,-74.521,03-15-2020 ,2
New Jersey,US,40.2989,-74.521,03-15-2020 ,2
New Jersey,US,40.2989,-74.521,03-15-2020 ,2
New Jersey,US,40.2989,-74.521,03-15-2020 ,2
British Columbia,Canada,49.2827,-123.1207,03-15-2020 ,1
Illinois,US,40.6331,-89.3985,03-15-2020 ,0
,Russia,60,90,03-15-2020 ,0
Texas,US,31.0545,-97.5635,03-15-2020 ,0
Texas,US,31.0545,-97.5635,03-15-2020 ,0
Texas,US,31.0545,-97.5635,03-15-2020 ,0
Texas,US,31.054487,-97.563461,03-15-2020 ,0
Texas,US,31.0545,-97.5635,03-15-2020 ,0
Texas,US,31.0545,-97.5635,03-15-2020 ,0
Texas,US,31.0545,-97.5635,03-15-2020 ,0
Texas,US,31.0545,-97.5635,03-15-2020 ,0
Queensland,Australia,-28.0167,153.4,03-15-2020 ,0
,Chile,-35.6751,-71.543,03-15-2020 ,0
,Luxembourg,49.8153,6.1296,03-15-2020 ,1
,Taiwan*,23.7,121,03-15-2020 ,1
,Taiwan*,23.7,121,03-15-2020 ,1
,Taiwan*,23.7,121,03-15-2020 ,1
,Taiwan*,23.7,121,03-15-2020 ,1
,Taiwan*,23.7,121,03-15-2020 ,1
,Taiwan*,23.7,121,03-15-2020 ,1
,Taiwan*,23.7,121,03-15-2020 ,1
Victoria,Australia,-37.8136,144.9631,03-15-2020 ,0
,Vietnam,16,108,03-15-2020 ,0
,Slovakia,48.669,19.699,03-15-2020 ,0
,Pakistan,30.3753,69.3451,03-15-2020 ,0
,South Africa,-30.5595,22.9375,03-15-2020 ,0
,Brunei,4.5353,114.7277,03-15-2020 ,0
,Croatia,45.1,15.2,03-15-2020 ,0
,Algeria,28.0339,1.6596,03-15-2020 ,4
Pennsylvania,US,40.5908,-77.2098,03-15-2020 ,0
Pennsylvania,US,40.5908,-77.2098,03-15-2020 ,0
Pennsylvania,US,40.5908,-77.2098,03-15-2020 ,0
Pennsylvania,US,40.590752,-77.209755,03-15-2020 ,0
Pennsylvania,US,40.5908,-77.2098,03-15-2020 ,0
Pennsylvania,US,40.5908,-77.2098,03-15-2020 ,0
Pennsylvania,US,40.5908,-77.2098,03-15-2020 ,0
Pennsylvania,US,40.5908,-77.2098,03-15-2020 ,0
,Serbia,44.0165,21.0059,03-15-2020 ,0
Diamond Princess,US,35.4437,139.638,03-15-2020 ,0
Diamond Princess,US,35.4437,139.638,03-15-2020 ,0
Diamond Princess,US,35.4437,139.638,03-15-2020 ,0
Diamond Princess,US,35.4437,139.638,03-15-2020 ,0
Diamond Princess,US,35.4437,139.638,03-15-2020 ,0
Diamond Princess,US,35.4437,139.638,03-15-2020 ,0
Diamond Princess,US,35.4437,139.638,03-15-2020 ,0
Diamond Princess,US,35.4437,139.638,03-15-2020 ,0
,Argentina,-38.4161,-63.6167,03-15-2020 ,2
Virginia,US,37.7693,-78.17,03-15-2020 ,1
Virginia,US,37.7693,-78.17,03-15-2020 ,1
Virginia,US,37.7693,-78.17,03-15-2020 ,1
Virginia,US,37.769337,-78.169968,03-15-2020 ,1
Virginia,US,37.7693,-78.17,03-15-2020 ,1
Virginia,US,37.7693,-78.17,03-15-2020 ,1
Virginia,US,37.7693,-78.17,03-15-2020 ,1
Virginia,US,37.7693,-78.17,03-15-2020 ,1
,Bulgaria,42.7339,25.4858,03-15-2020 ,2
,Panama,8.538,-80.7821,03-15-2020 ,1
,Panama,8.538,-80.7821,03-15-2020 ,1
,Panama,8.538,-80.7821,03-15-2020 ,1
,Panama,8.538,-80.7821,03-15-2020 ,1
,Panama,8.538,-80.7821,03-15-2020 ,1
,Panama,8.538,-80.7821,03-15-2020 ,1
,Panama,8.538,-80.7821,03-15-2020 ,1
,Panama,8.538,-80.7821,03-15-2020 ,1
,Peru,-9.19,-75.0152,03-15-2020 ,0
,Albania,41.1533,20.1683,03-15-2020 ,1
,Mexico,23.6345,-102.5528,03-15-2020 ,0
Alberta,Canada,53.9333,-116.5765,03-15-2020 ,0
Oregon,US,44.572,-122.0709,03-15-2020 ,1
Oregon,US,44.572,-122.0709,03-15-2020 ,1
Oregon,US,44.572,-122.0709,03-15-2020 ,1
Oregon,US,44.572021,-122.070938,03-15-2020 ,1
Oregon,US,44.572,-122.0709,03-15-2020 ,1
Oregon,US,44.572,-122.0709,03-15-2020 ,1
Oregon,US,44.572,-122.0709,03-15-2020 ,1
Oregon,US,44.572,-122.0709,03-15-2020 ,1
Minnesota,US,45.6945,-93.9002,03-15-2020 ,0
Minnesota,US,45.6945,-93.9002,03-15-2020 ,0
Minnesota,US,45.6945,-93.9002,03-15-2020 ,0
Minnesota,US,45.694454,-93.900192,03-15-2020 ,0
Minnesota,US,45.6945,-93.9002,03-15-2020 ,0
Minnesota,US,45.6945,-93.9002,03-15-2020 ,0
Minnesota,US,45.6945,-93.9002,03-15-2020 ,0
Minnesota,US,45.6945,-93.9002,03-15-2020 ,0
,Colombia,4.5709,-74.2973,03-15-2020 ,0
Michigan,US,43.3266,-84.5361,03-15-2020 ,0
Michigan,US,43.3266,-84.5361,03-15-2020 ,0
Michigan,US,43.3266,-84.5361,03-15-2020 ,0
Michigan,US,43.326618,-84.536095,03-15-2020 ,0
Michigan,US,43.3266,-84.5361,03-15-2020 ,0
Michigan,US,43.3266,-84.5361,03-15-2020 ,0
Michigan,US,43.3266,-84.5361,03-15-2020 ,0
Michigan,US,43.3266,-84.5361,03-15-2020 ,0
,Hungary,47.1625,19.5033,03-15-2020 ,1
North Carolina,US,35.6301,-79.8064,03-15-2020 ,0
North Carolina,US,35.6301,-79.8064,03-15-2020 ,0
North Carolina,US,35.6301,-79.8064,03-15-2020 ,0
North Carolina,US,35.630066,-79.806419,03-15-2020 ,0
North Carolina,US,35.6301,-79.8064,03-15-2020 ,0
North Carolina,US,35.6301,-79.8064,03-15-2020 ,0
North Carolina,US,35.6301,-79.8064,03-15-2020 ,0
North Carolina,US,35.6301,-79.8064,03-15-2020 ,0
Tennessee,US,35.7478,-86.6923,03-15-2020 ,0
Tennessee,US,35.7478,-86.6923,03-15-2020 ,0
Tennessee,US,35.7478,-86.6923,03-15-2020 ,0
Tennessee,US,35.747845,-86.692345,03-15-2020 ,0
Tennessee,US,35.7478,-86.6923,03-15-2020 ,0
Tennessee,US,35.7478,-86.6923,03-15-2020 ,0
Tennessee,US,35.7478,-86.6923,03-15-2020 ,0
Tennessee,US,35.7478,-86.6923,03-15-2020 ,0
Maryland,US,39.0639,-76.8021,03-15-2020 ,0
Maryland,US,39.0639,-76.8021,03-15-2020 ,0
Maryland,US,39.0639,-76.8021,03-15-2020 ,0
Maryland,US,39.063946,-76.802101,03-15-2020 ,0
Maryland,US,39.0639,-76.8021,03-15-2020 ,0
Maryland,US,39.0639,-76.8021,03-15-2020 ,0
Maryland,US,39.0639,-76.8021,03-15-2020 ,0
Maryland,US,39.0639,-76.8021,03-15-2020 ,0
,Georgia,42.3154,43.3569,03-15-2020 ,0
,Latvia,56.8796,24.6032,03-15-2020 ,0
Ohio,US,40.3888,-82.7649,03-15-2020 ,0
Ohio,US,40.3888,-82.7649,03-15-2020 ,0
Ohio,US,40.3888,-82.7649,03-15-2020 ,0
Ohio,US,40.388783,-82.764915,03-15-2020 ,0
Ohio,US,40.3888,-82.7649,03-15-2020 ,0
Ohio,US,40.3888,-82.7649,03-15-2020 ,0
Ohio,US,40.3888,-82.7649,03-15-2020 ,0
Ohio,US,40.3888,-82.7649,03-15-2020 ,0
,Ecuador,-1.8312,-78.1834,03-15-2020 ,2
,Morocco,31.7917,-7.0926,03-15-2020 ,1
Wisconsin,US,44.2685,-89.6165,03-15-2020 ,0
Wisconsin,US,44.2685,-89.6165,03-15-2020 ,0
Wisconsin,US,44.2685,-89.6165,03-15-2020 ,0
Wisconsin,US,44.268543,-89.616508,03-15-2020 ,0
Wisconsin,US,44.2685,-89.6165,03-15-2020 ,0
Wisconsin,US,44.2685,-89.6165,03-15-2020 ,0
Wisconsin,US,44.2685,-89.6165,03-15-2020 ,0
Wisconsin,US,44.2685,-89.6165,03-15-2020 ,0
,Belarus,53.7098,27.9534,03-15-2020 ,0
,Costa Rica,9.7489,-83.7534,03-15-2020 ,0
,Cyprus,35.1264,33.4299,03-15-2020 ,0
Quebec,Canada,52.9399,-73.5491,03-15-2020 ,0
Connecticut,US,41.5978,-72.7554,03-15-2020 ,0
Connecticut,US,41.5978,-72.7554,03-15-2020 ,0
Connecticut,US,41.5978,-72.7554,03-15-2020 ,0
Connecticut,US,41.597782,-72.755371,03-15-2020 ,0
Connecticut,US,41.5978,-72.7554,03-15-2020 ,0
Connecticut,US,41.5978,-72.7554,03-15-2020 ,0
Connecticut,US,41.5978,-72.7554,03-15-2020 ,0
Connecticut,US,41.5978,-72.7554,03-15-2020 ,0
Utah,US,40.15,-111.8624,03-15-2020 ,0
Utah,US,40.15,-111.8624,03-15-2020 ,0
Utah,US,40.15,-111.8624,03-15-2020 ,0
Utah,US,40.150032,-111.862434,03-15-2020 ,0
Utah,US,40.15,-111.8624,03-15-2020 ,0
Utah,US,40.15,-111.8624,03-15-2020 ,0
Utah,US,40.15,-111.8624,03-15-2020 ,0
Utah,US,40.15,-111.8624,03-15-2020 ,0
,Armenia,40.0691,45.0382,03-15-2020 ,0
,Bosnia and Herzegovina,43.9159,17.6791,03-15-2020 ,0
,Malta,35.9375,14.3754,03-15-2020 ,0
Grand Princess,US,37.6489,-122.6655,03-15-2020 ,0
Grand Princess,US,37.6489,-122.6655,03-15-2020 ,0
Grand Princess,US,37.6489,-122.6655,03-15-2020 ,0
Grand Princess,US,37.64894,-122.665479,03-15-2020 ,0
Grand Princess,US,37.6489,-122.6655,03-15-2020 ,0
Grand Princess,US,37.6489,-122.6655,03-15-2020 ,0
Grand Princess,US,37.6489,-122.6655,03-15-2020 ,0
Grand Princess,US,37.6489,-122.6655,03-15-2020 ,0
Nevada,US,38.3135,-117.0554,03-15-2020 ,0
Nevada,US,38.3135,-117.0554,03-15-2020 ,0
Nevada,US,38.3135,-117.0554,03-15-2020 ,0
Nevada,US,38.313515,-117.055374,03-15-2020 ,0
Nevada,US,38.3135,-117.0554,03-15-2020 ,0
Nevada,US,38.3135,-117.0554,03-15-2020 ,0
Nevada,US,38.3135,-117.0554,03-15-2020 ,0
Nevada,US,38.3135,-117.0554,03-15-2020 ,0
South Australia,Australia,-34.9285,138.6007,03-15-2020 ,0
,Oman,21,57,03-15-2020 ,0
Indiana,US,39.8494,-86.2583,03-15-2020 ,0
Indiana,US,39.8494,-86.2583,03-15-2020 ,0
Indiana,US,39.8494,-86.2583,03-15-2020 ,0
Indiana,US,39.849426,-86.258278,03-15-2020 ,0
Indiana,US,39.8494,-86.2583,03-15-2020 ,0
Indiana,US,39.8494,-86.2583,03-15-2020 ,0
Indiana,US,39.8494,-86.2583,03-15-2020 ,0
Indiana,US,39.8494,-86.2583,03-15-2020 ,0
Rhode Island,US,41.6809,-71.5118,03-15-2020 ,0
Rhode Island,US,41.6809,-71.5118,03-15-2020 ,0
Rhode Island,US,41.6809,-71.5118,03-15-2020 ,0
Rhode Island,US,41.680893,-71.51178,03-15-2020 ,0
Rhode Island,US,41.6809,-71.5118,03-15-2020 ,0
Rhode Island,US,41.6809,-71.5118,03-15-2020 ,0
Rhode Island,US,41.6809,-71.5118,03-15-2020 ,0
Rhode Island,US,41.6809,-71.5118,03-15-2020 ,0
South Carolina,US,33.8569,-80.945,03-15-2020 ,0
South Carolina,US,33.8569,-80.945,03-15-2020 ,0
South Carolina,US,33.8569,-80.945,03-15-2020 ,0
South Carolina,US,33.856892,-80.945007,03-15-2020 ,0
South Carolina,US,33.8569,-80.945,03-15-2020 ,0
South Carolina,US,33.8569,-80.945,03-15-2020 ,0
South Carolina,US,33.8569,-80.945,03-15-2020 ,0
South Carolina,US,33.8569,-80.945,03-15-2020 ,0
Qinghai,China,35.7452,95.9956,03-15-2020 ,0
Qinghai,China,35.7452,95.9956,03-15-2020 ,0
Qinghai,China,35.7452,95.9956,03-15-2020 ,0
Qinghai,China,35.7452,95.9956,03-15-2020 ,0
Qinghai,China,35.7452,95.9956,03-15-2020 ,0
Qinghai,China,35.7452,95.9956,03-15-2020 ,0
Qinghai,China,35.7452,95.9956,03-15-2020 ,0
,Tunisia,34,9,03-15-2020 ,0
Iowa,US,42.0115,-93.2105,03-15-2020 ,0
Iowa,US,42.0115,-93.2105,03-15-2020 ,0
Iowa,US,42.0115,-93.2105,03-15-2020 ,0
Iowa,US,42.011539,-93.210526,03-15-2020 ,0
Iowa,US,42.0115,-93.2105,03-15-2020 ,0
Iowa,US,42.0115,-93.2105,03-15-2020 ,0
Iowa,US,42.0115,-93.2105,03-15-2020 ,0
Iowa,US,42.0115,-93.2105,03-15-2020 ,0
Kentucky,US,37.6681,-84.6701,03-15-2020 ,0
Kentucky,US,37.6681,-84.6701,03-15-2020 ,0
Kentucky,US,37.6681,-84.6701,03-15-2020 ,0
Kentucky,US,37.66814,-84.670067,03-15-2020 ,0
Kentucky,US,37.6681,-84.6701,03-15-2020 ,0
Kentucky,US,37.6681,-84.6701,03-15-2020 ,0
Kentucky,US,37.6681,-84.6701,03-15-2020 ,0
Kentucky,US,37.6681,-84.6701,03-15-2020 ,0
Western Australia,Australia,-31.9505,115.8605,03-15-2020 ,1
Nebraska,US,41.1254,-98.2681,03-15-2020 ,0
Nebraska,US,41.1254,-98.2681,03-15-2020 ,0
Nebraska,US,41.1254,-98.2681,03-15-2020 ,0
Nebraska,US,41.12537,-98.268082,03-15-2020 ,0
Nebraska,US,41.1254,-98.2681,03-15-2020 ,0
Nebraska,US,41.1254,-98.2681,03-15-2020 ,0
Nebraska,US,41.1254,-98.2681,03-15-2020 ,0
Nebraska,US,41.1254,-98.2681,03-15-2020 ,0
,Afghanistan,33,65,03-15-2020 ,0
Arkansas,US,34.9697,-92.3731,03-15-2020 ,0
Arkansas,US,34.9697,-92.3731,03-15-2020 ,0
Arkansas,US,34.9697,-92.3731,03-15-2020 ,0
Arkansas,US,34.969704,-92.373123,03-15-2020 ,0
Arkansas,US,34.9697,-92.3731,03-15-2020 ,0
Arkansas,US,34.9697,-92.3731,03-15-2020 ,0
Arkansas,US,34.9697,-92.3731,03-15-2020 ,0
Arkansas,US,34.9697,-92.3731,03-15-2020 ,0
District of Columbia,US,38.8974,-77.0268,03-15-2020 ,0
District of Columbia,US,38.8974,-77.0268,03-15-2020 ,0
District of Columbia,US,38.8974,-77.0268,03-15-2020 ,0
District of Columbia,US,38.897438,-77.026817,03-15-2020 ,0
District of Columbia,US,38.8974,-77.0268,03-15-2020 ,0
District of Columbia,US,38.8974,-77.0268,03-15-2020 ,0
District of Columbia,US,38.8974,-77.0268,03-15-2020 ,0
District of Columbia,US,38.8974,-77.0268,03-15-2020 ,0
,Azerbaijan,40.1431,47.5769,03-15-2020 ,1
,North Macedonia,41.6086,21.7453,03-15-2020 ,0
,Maldives,3.2028,73.2207,03-15-2020 ,0
New Mexico,US,34.8405,-106.2485,03-15-2020 ,0
New Mexico,US,34.8405,-106.2485,03-15-2020 ,0
New Mexico,US,34.8405,-106.2485,03-15-2020 ,0
New Mexico,US,34.840515,-106.248482,03-15-2020 ,0
New Mexico,US,34.8405,-106.2485,03-15-2020 ,0
New Mexico,US,34.8405,-106.2485,03-15-2020 ,0
New Mexico,US,34.8405,-106.2485,03-15-2020 ,0
New Mexico,US,34.8405,-106.2485,03-15-2020 ,0
,Lithuania,55.1694,23.8813,03-15-2020 ,0
,Moldova,47.4116,28.3699,03-15-2020 ,0
Alabama,US,32.3182,-86.9023,03-15-2020 ,0
Alabama,US,32.3182,-86.9023,03-15-2020 ,0
Alabama,US,32.3182,-86.9023,03-15-2020 ,0
Alabama,US,32.3182,-86.9023,03-15-2020 ,0
Alabama,US,32.3182,-86.9023,03-15-2020 ,0
Arizona,US,34.0489,-111.094,03-15-2020 ,0
Faroe Islands,Denmark,61.8926,-6.9118,03-15-2020 ,0
Faroe Islands,Denmark,61.8926,-6.9118,03-15-2020 ,0
Faroe Islands,Denmark,61.8926,-6.9118,03-15-2020 ,0
Faroe Islands,Denmark,61.8926,-6.9118,03-15-2020 ,0
Faroe Islands,Denmark,61.8926,-6.9118,03-15-2020 ,0
Faroe Islands,Denmark,61.8926,-6.9118,03-15-2020 ,0
Faroe Islands,Denmark,61.8926,-6.9118,03-15-2020 ,0
,Dominican Republic,18.7357,-70.1627,03-15-2020 ,0
,Sri Lanka,7,81,03-15-2020 ,0
,Bolivia,-16.2902,-63.5887,03-15-2020 ,0
,Bolivia,-16.2902,-63.5887,03-15-2020 ,0
,Bolivia,-16.2902,-63.5887,03-15-2020 ,0
,Bolivia,-16.2902,-63.5887,03-15-2020 ,0
,Bolivia,-16.2902,-63.5887,03-15-2020 ,0
,Bolivia,-16.2902,-63.5887,03-15-2020 ,0
,Bolivia,-16.2902,-63.5887,03-15-2020 ,0
Macau,China,22.1667,113.55,03-15-2020 ,0
Macau,China,22.1667,113.55,03-15-2020 ,0
Macau,China,22.1667,113.55,03-15-2020 ,0
Macau,China,22.1667,113.55,03-15-2020 ,0
Macau,China,22.1667,113.55,03-15-2020 ,0
Macau,China,22.1667,113.55,03-15-2020 ,0
Macau,China,22.1667,113.55,03-15-2020 ,0
,Senegal,14.4974,-14.4524,03-15-2020 ,0
,Martinique,14.6415,-61.0242,03-15-2020 ,0
South Dakota,US,44.2998,-99.4388,03-15-2020 ,1
South Dakota,US,44.2998,-99.4388,03-15-2020 ,1
South Dakota,US,44.2998,-99.4388,03-15-2020 ,1
South Dakota,US,44.299782,-99.438828,03-15-2020 ,1
South Dakota,US,44.2998,-99.4388,03-15-2020 ,1
South Dakota,US,44.2998,-99.4388,03-15-2020 ,1
South Dakota,US,44.2998,-99.4388,03-15-2020 ,1
South Dakota,US,44.2998,-99.4388,03-15-2020 ,1
,Jamaica,18.1096,-77.2975,03-15-2020 ,0
,Jamaica,18.1096,-77.2975,03-15-2020 ,0
,Jamaica,18.1096,-77.2975,03-15-2020 ,0
,Jamaica,18.1096,-77.2975,03-15-2020 ,0
,Jamaica,18.1096,-77.2975,03-15-2020 ,0
,Jamaica,18.1096,-77.2975,03-15-2020 ,0
,Jamaica,18.1096,-77.2975,03-15-2020 ,0
,Kazakhstan,48.0196,66.9237,03-15-2020 ,0
,Kazakhstan,48.0196,66.9237,03-15-2020 ,0
,Kazakhstan,48.0196,66.9237,03-15-2020 ,0
,Kazakhstan,48.0196,66.9237,03-15-2020 ,0
,Kazakhstan,48.0196,66.9237,03-15-2020 ,0
,New Zealand,-40.9006,174.886,03-15-2020 ,0
Kansas,US,38.5266,-96.7265,03-15-2020 ,1
Kansas,US,38.5266,-96.7265,03-15-2020 ,1
Kansas,US,38.5266,-96.7265,03-15-2020 ,1
Kansas,US,38.5266,-96.726486,03-15-2020 ,1
Kansas,US,38.5266,-96.7265,03-15-2020 ,1
Kansas,US,38.5266,-96.7265,03-15-2020 ,1
Kansas,US,38.5266,-96.7265,03-15-2020 ,1
Kansas,US,38.5266,-96.7265,03-15-2020 ,1
,Venezuela,6.4238,-66.5897,03-15-2020 ,0
,Venezuela,6.4238,-66.5897,03-15-2020 ,0
,Venezuela,6.4238,-66.5897,03-15-2020 ,0
,Venezuela,6.4238,-66.5897,03-15-2020 ,0
,Cambodia,11.55,104.9167,03-15-2020 ,0
,Jordan,31.24,36.51,03-15-2020 ,0
,Reunion,-21.1151,55.5364,03-15-2020 ,0
,Reunion,-21.1151,55.5364,03-15-2020 ,0
,Reunion,-21.1151,55.5364,03-15-2020 ,0
,Reunion,-21.1151,55.5364,03-15-2020 ,0
,Reunion,-21.1151,55.5364,03-15-2020 ,0
,Reunion,-21.1151,55.5364,03-15-2020 ,0
,Reunion,-21.1151,55.5364,03-15-2020 ,0
Montana,US,46.9219,-110.4544,03-15-2020 ,0
Montana,US,46.9219,-110.4544,03-15-2020 ,0
Montana,US,46.9219,-110.4544,03-15-2020 ,0
Montana,US,46.921925,-110.454353,03-15-2020 ,0
Montana,US,46.9219,-110.4544,03-15-2020 ,0
Montana,US,46.9219,-110.4544,03-15-2020 ,0
Montana,US,46.9219,-110.4544,03-15-2020 ,0
Montana,US,46.9219,-110.4544,03-15-2020 ,0
New Hampshire,US,43.4525,-71.5639,03-15-2020 ,0
New Hampshire,US,43.4525,-71.5639,03-15-2020 ,0
New Hampshire,US,43.4525,-71.5639,03-15-2020 ,0
New Hampshire,US,43.452492,-71.563896,03-15-2020 ,0
New Hampshire,US,43.4525,-71.5639,03-15-2020 ,0
New Hampshire,US,43.4525,-71.5639,03-15-2020 ,0
New Hampshire,US,43.4525,-71.5639,03-15-2020 ,0
New Hampshire,US,43.4525,-71.5639,03-15-2020 ,0
Tasmania,Australia,-41.4545,145.9707,03-15-2020 ,0
,Ghana,7.9465,-1.0232,03-15-2020 ,0
,Ghana,7.9465,-1.0232,03-15-2020 ,0
,Ghana,7.9465,-1.0232,03-15-2020 ,0
,Ghana,7.9465,-1.0232,03-15-2020 ,0
,Paraguay,-23.4425,-58.4438,03-15-2020 ,0
,Turkey,38.9637,35.2433,03-15-2020 ,0
,Turkey,38.9637,35.2433,03-15-2020 ,0
,Turkey,38.9637,35.2433,03-15-2020 ,0
,Turkey,38.9637,35.2433,03-15-2020 ,0
,Turkey,38.9637,35.2433,03-15-2020 ,0
,Turkey,38.9637,35.2433,03-15-2020 ,0
,Turkey,38.9637,35.2433,03-15-2020 ,0
Delaware,US,39.3185,-75.5071,03-15-2020 ,0
Delaware,US,39.3185,-75.5071,03-15-2020 ,0
Delaware,US,39.3185,-75.5071,03-15-2020 ,0
Delaware,US,39.318523,-75.507141,03-15-2020 ,0
Delaware,US,39.3185,-75.5071,03-15-2020 ,0
Delaware,US,39.3185,-75.5071,03-15-2020 ,0
Delaware,US,39.3185,-75.5071,03-15-2020 ,0
Delaware,US,39.3185,-75.5071,03-15-2020 ,0
Hawaii,US,21.0943,-157.4983,03-15-2020 ,0
Hawaii,US,21.0943,-157.4983,03-15-2020 ,0
Hawaii,US,21.0943,-157.4983,03-15-2020 ,0
Hawaii,US,21.094318,-157.498337,03-15-2020 ,0
Hawaii,US,21.0943,-157.4983,03-15-2020 ,0
Hawaii,US,21.0943,-157.4983,03-15-2020 ,0
Hawaii,US,21.0943,-157.4983,03-15-2020 ,0
Hawaii,US,21.0943,-157.4983,03-15-2020 ,0
Maine,US,44.6939,-69.3819,03-15-2020 ,0
Maine,US,44.6939,-69.3819,03-15-2020 ,0
Maine,US,44.6939,-69.3819,03-15-2020 ,0
Maine,US,44.693947,-69.381927,03-15-2020 ,0
Maine,US,44.6939,-69.3819,03-15-2020 ,0
Maine,US,44.6939,-69.3819,03-15-2020 ,0
Maine,US,44.6939,-69.3819,03-15-2020 ,0
Maine,US,44.6939,-69.3819,03-15-2020 ,0
Mississippi,US,32.7416,-89.6787,03-15-2020 ,0
Mississippi,US,32.7416,-89.6787,03-15-2020 ,0
Mississippi,US,32.7416,-89.6787,03-15-2020 ,0
Mississippi,US,32.741646,-89.678696,03-15-2020 ,0
Mississippi,US,32.7416,-89.6787,03-15-2020 ,0
Mississippi,US,32.7416,-89.6787,03-15-2020 ,0
Mississippi,US,32.7416,-89.6787,03-15-2020 ,0
Mississippi,US,32.7416,-89.6787,03-15-2020 ,0
,Bangladesh,23.685,90.3563,03-15-2020 ,0
French Guiana,France,3.9339,-53.1258,03-15-2020 ,0
French Guiana,France,4,-53,03-15-2020 ,0
French Guiana,France,4,-53,03-15-2020 ,0
Idaho,US,44.2405,-114.4788,03-15-2020 ,0
Idaho,US,44.2405,-114.4788,03-15-2020 ,0
Idaho,US,44.2405,-114.4788,03-15-2020 ,0
Idaho,US,44.240459,-114.478828,03-15-2020 ,0
Idaho,US,44.2405,-114.4788,03-15-2020 ,0
Idaho,US,44.2405,-114.4788,03-15-2020 ,0
Idaho,US,44.2405,-114.4788,03-15-2020 ,0
Idaho,US,44.2405,-114.4788,03-15-2020 ,0
Missouri,US,38.4561,-92.2884,03-15-2020 ,0
Missouri,US,38.4561,-92.2884,03-15-2020 ,0
Missouri,US,38.4561,-92.2884,03-15-2020 ,0
Missouri,US,38.456085,-92.288368,03-15-2020 ,0
Missouri,US,38.4561,-92.2884,03-15-2020 ,0
Missouri,US,38.4561,-92.2884,03-15-2020 ,0
Missouri,US,38.4561,-92.2884,03-15-2020 ,0
Missouri,US,38.4561,-92.2884,03-15-2020 ,0
Vermont,US,44.0459,-72.7107,03-15-2020 ,0
Vermont,US,44.0459,-72.7107,03-15-2020 ,0
Vermont,US,44.0459,-72.7107,03-15-2020 ,0
Vermont,US,44.045876,-72.710686,03-15-2020 ,0
Vermont,US,44.0459,-72.7107,03-15-2020 ,0
Vermont,US,44.0459,-72.7107,03-15-2020 ,0
Vermont,US,44.0459,-72.7107,03-15-2020 ,0
Vermont,US,44.0459,-72.7107,03-15-2020 ,0
Manitoba,Canada,53.7609,-98.8139,03-15-2020 ,0
Manitoba,Canada,53.7609,-98.8139,03-15-2020 ,0
Manitoba,Canada,53.7609,-98.8139,03-15-2020 ,0
Manitoba,Canada,53.7609,-98.8139,03-15-2020 ,0
Manitoba,Canada,53.7609,-98.8139,03-15-2020 ,0
,Cuba,22,-80,03-15-2020 ,0
,Cuba,21.5218,-77.7812,03-15-2020 ,0
,Cuba,21.5218,-77.7812,03-15-2020 ,0
,Cuba,21.5218,-77.7812,03-15-2020 ,0
,Cuba,21.5218,-77.7812,03-15-2020 ,0
,Cuba,21.5218,-77.7812,03-15-2020 ,0
,Guyana,5,-58.75,03-15-2020 ,1
,Guyana,5,-58.75,03-15-2020 ,1
,Guyana,4.8604,-58.9302,03-15-2020 ,1
,Guyana,4.8604,-58.9302,03-15-2020 ,1
,Guyana,4.8604,-58.9302,03-15-2020 ,1
,Guyana,4.8604,-58.9302,03-15-2020 ,1
,Liechtenstein,47.14,9.55,03-15-2020 ,0
Oklahoma,US,35.5653,-96.9289,03-15-2020 ,0
Oklahoma,US,35.5653,-96.9289,03-15-2020 ,0
Oklahoma,US,35.5653,-96.9289,03-15-2020 ,0
Oklahoma,US,35.565342,-96.928917,03-15-2020 ,0
Oklahoma,US,35.5653,-96.9289,03-15-2020 ,0
Oklahoma,US,35.5653,-96.9289,03-15-2020 ,0
Oklahoma,US,35.5653,-96.9289,03-15-2020 ,0
Oklahoma,US,35.5653,-96.9289,03-15-2020 ,0
,Uruguay,-32.5228,-55.7658,03-15-2020 ,0
,Uruguay,-32.5228,-55.7658,03-15-2020 ,0
,Uruguay,-32.5228,-55.7658,03-15-2020 ,0
,Uruguay,-32.5228,-55.7658,03-15-2020 ,0
French Polynesia,France,-17.6797,149.4068,03-15-2020 ,0
French Polynesia,France,-17.6797,149.4068,03-15-2020 ,0
French Polynesia,France,-17.6797,-149.4068,03-15-2020 ,0
French Polynesia,France,-17.6797,-149.4068,03-15-2020 ,0
French Polynesia,France,-17.6797,-149.4068,03-15-2020 ,0
,Honduras,15.2,-86.2419,03-15-2020 ,0
,Honduras,15.2,-86.2419,03-15-2020 ,0
,Honduras,15.2,-86.2419,03-15-2020 ,0
,Honduras,15.2,-86.2419,03-15-2020 ,0
,Honduras,15.2,-86.2419,03-15-2020 ,0
,Honduras,15.2,-86.2419,03-15-2020 ,0
,Honduras,15.2,-86.2419,03-15-2020 ,0
