Province/State,Country/Region,Lat,Long,Date,Deaths
Anhui,China,31.8257,117.2264,01-22-2020 ,
Beijing,China,40.1824,116.4142,01-22-2020 ,
Chongqing,China,30.0572,107.874,01-22-2020 ,
Fujian,China,26.0789,117.9874,01-22-2020 ,
Gansu,China,36.0611,103.8343,01-22-2020 ,
Guangdong,China,23.3417,113.4244,01-22-2020 ,
Guangxi,China,23.8298,108.7881,01-22-2020 ,
Guizhou,China,26.8154,106.8748,01-22-2020 ,
Hainan,China,19.1959,109.7453,01-22-2020 ,
Hebei,China,38.0428,114.5149,01-22-2020 ,
Heilongjiang,China,47.862,127.7615,01-22-2020 ,
Henan,China,33.88202,113.614,01-22-2020 ,
Hong Kong,Hong Kong,22.3,114.2,01-22-2020 ,
Hubei,China,30.9756,112.2707,01-22-2020 ,17
Hunan,China,27.6104,111.7088,01-22-2020 ,
Inner Mongolia,China,44.0935,113.9448,01-22-2020 ,
Jiangsu,China,32.9711,119.455,01-22-2020 ,
Jiangxi,China,27.614,115.7221,01-22-2020 ,
Jilin,China,43.6661,126.1923,01-22-2020 ,
Liaoning,China,41.2956,122.6085,01-22-2020 ,
Macau,Macau,22.1667,113.55,01-22-2020 ,
Ningxia,China,37.2692,106.1655,01-22-2020 ,
Qinghai,China,35.7452,95.9956,01-22-2020 ,
Shaanxi,China,35.1917,108.8701,01-22-2020 ,
Shandong,China,36.3427,118.1498,01-22-2020 ,
Shanghai,China,31.202,121.4491,01-22-2020 ,
Shanxi,China,37.5777,112.2922,01-22-2020 ,
Sichuan,China,30.6171,102.7103,01-22-2020 ,
Taiwan,Taiwan,23.7,121,01-22-2020 ,
Tianjin,China,39.3054,117.323,01-22-2020 ,
Tibet,China,31.6927,88.0924,01-22-2020 ,
Washington,US,47.7511,-120.74,01-22-2020 ,
Xinjiang,China,41.1129,85.2401,01-22-2020 ,
Yunnan,China,24.974,101.487,01-22-2020 ,
Zhejiang,China,29.1832,120.0934,01-22-2020 ,
,Japan,36,138,01-22-2020 ,
,Thailand,15,101,01-22-2020 ,
,South Korea,36,128,01-22-2020 ,
Anhui,China,31.8257,117.2264,01-23-2020 ,
Beijing,China,40.1824,116.4142,01-23-2020 ,
Chongqing,China,30.0572,107.874,01-23-2020 ,
Fujian,China,26.0789,117.9874,01-23-2020 ,
Gansu,China,36.0611,103.8343,01-23-2020 ,
Guangdong,China,23.3417,113.4244,01-23-2020 ,
Guangxi,China,23.8298,108.7881,01-23-2020 ,
Guizhou,China,26.8154,106.8748,01-23-2020 ,
Hainan,China,19.1959,109.7453,01-23-2020 ,
Hebei,China,38.0428,114.5149,01-23-2020 ,1
Heilongjiang,China,47.862,127.7615,01-23-2020 ,
Henan,China,33.88202,113.614,01-23-2020 ,
Hong Kong,Hong Kong,22.3,114.2,01-23-2020 ,
Hubei,China,30.9756,112.2707,01-23-2020 ,17
Hunan,China,27.6104,111.7088,01-23-2020 ,
Inner Mongolia,China,44.0935,113.9448,01-23-2020 ,
Jiangsu,China,32.9711,119.455,01-23-2020 ,
Jiangxi,China,27.614,115.7221,01-23-2020 ,
Jilin,China,43.6661,126.1923,01-23-2020 ,
Liaoning,China,41.2956,122.6085,01-23-2020 ,
Macau,Macau,22.1667,113.55,01-23-2020 ,
Ningxia,China,37.2692,106.1655,01-23-2020 ,
Qinghai,China,35.7452,95.9956,01-23-2020 ,
Shaanxi,China,35.1917,108.8701,01-23-2020 ,
Shandong,China,36.3427,118.1498,01-23-2020 ,
Shanghai,China,31.202,121.4491,01-23-2020 ,
Shanxi,China,37.5777,112.2922,01-23-2020 ,
Sichuan,China,30.6171,102.7103,01-23-2020 ,
Taiwan,Taiwan,23.7,121,01-23-2020 ,
Tianjin,China,39.3054,117.323,01-23-2020 ,
Tibet,China,31.6927,88.0924,01-23-2020 ,
Washington,US,47.7511,-120.74,01-23-2020 ,
Xinjiang,China,41.1129,85.2401,01-23-2020 ,
Yunnan,China,24.974,101.487,01-23-2020 ,
Zhejiang,China,29.1832,120.0934,01-23-2020 ,
,Japan,36,138,01-23-2020 ,
,Thailand,15,101,01-23-2020 ,
,South Korea,36,128,01-23-2020 ,
,Singapore,1.2833,103.8333,01-23-2020 ,
,Philippines,13,122,01-23-2020 ,
,Malaysia,2.5,112.5,01-23-2020 ,
,Vietnam,16,108,01-23-2020 ,
,Australia,-33.8688,151.2093,01-23-2020 ,
,Mexico,23.6345,-102.5528,01-23-2020 ,
,Brazil,-14.235,-51.9253,01-23-2020 ,
,Colombia,4.5709,-74.2973,01-23-2020 ,
Hubei,China,30.9756,112.2707,01-24-2020 ,24
Guangdong,China,23.3417,113.4244,01-24-2020 ,
Zhejiang,China,29.1832,120.0934,01-24-2020 ,
Beijing,China,40.1824,116.4142,01-24-2020 ,
Chongqing,China,30.0572,107.874,01-24-2020 ,
Hunan,China,27.6104,111.7088,01-24-2020 ,
Guangxi,China,23.8298,108.7881,01-24-2020 ,
Shanghai,China,31.202,121.4491,01-24-2020 ,
Jiangxi,China,27.614,115.7221,01-24-2020 ,
Sichuan,China,30.6171,102.7103,01-24-2020 ,
Shandong,China,36.3427,118.1498,01-24-2020 ,
Anhui,China,31.8257,117.2264,01-24-2020 ,
Fujian,China,26.0789,117.9874,01-24-2020 ,
Henan,China,33.88202,113.614,01-24-2020 ,
Jiangsu,China,32.9711,119.455,01-24-2020 ,
Hainan,China,19.1959,109.7453,01-24-2020 ,
Tianjin,China,39.3054,117.323,01-24-2020 ,
Yunnan,China,24.974,101.487,01-24-2020 ,
Shaanxi,China,35.1917,108.8701,01-24-2020 ,
Heilongjiang,China,47.862,127.7615,01-24-2020 ,1
Liaoning,China,41.2956,122.6085,01-24-2020 ,
Guizhou,China,26.8154,106.8748,01-24-2020 ,
Jilin,China,43.6661,126.1923,01-24-2020 ,
Taiwan,Taiwan,23.7,121,01-24-2020 ,
Ningxia,China,37.2692,106.1655,01-24-2020 ,
Hong Kong,Hong Kong,22.3,114.2,01-24-2020 ,
Macau,Macau,22.1667,113.55,01-24-2020 ,
Hebei,China,38.0428,114.5149,01-24-2020 ,1
Gansu,China,36.0611,103.8343,01-24-2020 ,
Xinjiang,China,41.1129,85.2401,01-24-2020 ,
Shanxi,China,37.5777,112.2922,01-24-2020 ,
Inner Mongolia,China,44.0935,113.9448,01-24-2020 ,
Qinghai,China,35.7452,95.9956,01-24-2020 ,
Washington,US,47.7511,-120.74,01-24-2020 ,
Chicago,US,41.85003,-87.65005,01-24-2020 ,
,Japan,36,138,01-24-2020 ,
,Thailand,15,101,01-24-2020 ,
,South Korea,36,128,01-24-2020 ,
,Singapore,1.2833,103.8333,01-24-2020 ,
,Vietnam,16,108,01-24-2020 ,
,France,47,2,01-24-2020 ,
Hubei,China,30.9756,112.2707,01-25-2020 ,40
Guangdong,China,23.3417,113.4244,01-25-2020 ,
Zhejiang,China,29.1832,120.0934,01-25-2020 ,
Chongqing,China,30.0572,107.874,01-25-2020 ,
Hunan,China,27.6104,111.7088,01-25-2020 ,
Beijing,China,40.1824,116.4142,01-25-2020 ,
Anhui,China,31.8257,117.2264,01-25-2020 ,
Shanghai,China,31.202,121.4491,01-25-2020 ,
Henan,China,33.88202,113.614,01-25-2020 ,
Sichuan,China,30.6171,102.7103,01-25-2020 ,
Shandong,China,36.3427,118.1498,01-25-2020 ,
Guangxi,China,23.8298,108.7881,01-25-2020 ,
Hainan,China,19.1959,109.7453,01-25-2020 ,
Jiangxi,China,27.614,115.7221,01-25-2020 ,
Fujian,China,26.0789,117.9874,01-25-2020 ,
Jiangsu,China,32.9711,119.455,01-25-2020 ,
Liaoning,China,41.2956,122.6085,01-25-2020 ,
Shaanxi,China,35.1917,108.8701,01-25-2020 ,
Yunnan,China,24.974,101.487,01-25-2020 ,
Tianjin,China,39.3054,117.323,01-25-2020 ,
Heilongjiang,China,47.862,127.7615,01-25-2020 ,1
Hebei,China,38.0428,114.5149,01-25-2020 ,1
Inner Mongolia,China,44.0935,113.9448,01-25-2020 ,
Shanxi,China,37.5777,112.2922,01-25-2020 ,
Hong Kong,Hong Kong,22.3,114.2,01-25-2020 ,
Guizhou,China,26.8154,106.8748,01-25-2020 ,
Jilin,China,43.6661,126.1923,01-25-2020 ,
Gansu,China,36.0611,103.8343,01-25-2020 ,
Ningxia,China,37.2692,106.1655,01-25-2020 ,
Taiwan,Taiwan,23.7,121,01-25-2020 ,
Xinjiang,China,41.1129,85.2401,01-25-2020 ,
Macau,Macau,22.1667,113.55,01-25-2020 ,
Qinghai,China,35.7452,95.9956,01-25-2020 ,
Washington,US,47.7511,-120.74,01-25-2020 ,
Illinois,US,40.6331,-89.3985,01-25-2020 ,
,Japan,36,138,01-25-2020 ,
,Thailand,15,101,01-25-2020 ,
,South Korea,36,128,01-25-2020 ,
,Singapore,1.2833,103.8333,01-25-2020 ,
,Vietnam,16,108,01-25-2020 ,
,France,47,2,01-25-2020 ,
,Australia,-33.8688,151.2093,01-25-2020 ,
,Nepal,28.1667,84.25,01-25-2020 ,
,Malaysia,2.5,112.5,01-25-2020 ,
Hubei,China,30.9756,112.2707,01-26-2020 ,52
Guangdong,China,23.3417,113.4244,01-26-2020 ,
Zhejiang,China,29.1832,120.0934,01-26-2020 ,
Henan,China,33.88202,113.614,01-26-2020 ,1
Chongqing,China,30.0572,107.874,01-26-2020 ,
Hunan,China,27.6104,111.7088,01-26-2020 ,
Beijing,China,40.1824,116.4142,01-26-2020 ,
Anhui,China,31.8257,117.2264,01-26-2020 ,
Shandong,China,36.3427,118.1498,01-26-2020 ,
Sichuan,China,30.6171,102.7103,01-26-2020 ,
Shanghai,China,31.202,121.4491,01-26-2020 ,1
Guangxi,China,23.8298,108.7881,01-26-2020 ,
Jiangxi,China,27.614,115.7221,01-26-2020 ,
Fujian,China,26.0789,117.9874,01-26-2020 ,
Jiangsu,China,32.9711,119.455,01-26-2020 ,
Hainan,China,19.1959,109.7453,01-26-2020 ,
Shaanxi,China,35.1917,108.8701,01-26-2020 ,
Liaoning,China,41.2956,122.6085,01-26-2020 ,
Yunnan,China,24.974,101.487,01-26-2020 ,
Heilongjiang,China,47.862,127.7615,01-26-2020 ,1
Tianjin,China,39.3054,117.323,01-26-2020 ,
Hebei,China,38.0428,114.5149,01-26-2020 ,1
Shanxi,China,37.5777,112.2922,01-26-2020 ,
Hong Kong,Hong Kong,22.3,114.2,01-26-2020 ,
Inner Mongolia,China,44.0935,113.9448,01-26-2020 ,
Gansu,China,36.0611,103.8343,01-26-2020 ,
Guizhou,China,26.8154,106.8748,01-26-2020 ,
Macau,Macau,22.1667,113.55,01-26-2020 ,
Ningxia,China,37.2692,106.1655,01-26-2020 ,
Jilin,China,43.6661,126.1923,01-26-2020 ,
Taiwan,Taiwan,23.7,121,01-26-2020 ,
Xinjiang,China,41.1129,85.2401,01-26-2020 ,
Qinghai,China,35.7452,95.9956,01-26-2020 ,
Washington,US,47.7511,-120.74,01-26-2020 ,
Illinois,US,40.6331,-89.3985,01-26-2020 ,
California,US,36.7783,-119.418,01-26-2020 ,
Arizona,US,34.0489,-111.094,01-26-2020 ,
,Japan,36,138,01-26-2020 ,
,Thailand,15,101,01-26-2020 ,
,South Korea,36,128,01-26-2020 ,
,Singapore,1.2833,103.8333,01-26-2020 ,
,Vietnam,16,108,01-26-2020 ,
,France,47,2,01-26-2020 ,
,Australia,-33.8688,151.2093,01-26-2020 ,
,Nepal,28.1667,84.25,01-26-2020 ,
,Malaysia,2.5,112.5,01-26-2020 ,
Ontario,Canada,51.2538,-85.3232,01-26-2020 ,
Hubei,China,30.9756,112.2707,01-27-2020 ,76
Guangdong,China,23.3417,113.4244,01-27-2020 ,
Zhejiang,China,29.1832,120.0934,01-27-2020 ,
Henan,China,33.88202,113.614,01-27-2020 ,1
Chongqing,China,30.0572,107.874,01-27-2020 ,
Hunan,China,27.6104,111.7088,01-27-2020 ,
Beijing,China,40.1824,116.4142,01-27-2020 ,1
Shandong,China,36.3427,118.1498,01-27-2020 ,
Jiangxi,China,27.614,115.7221,01-27-2020 ,
Anhui,China,31.8257,117.2264,01-27-2020 ,
Sichuan,China,30.6171,102.7103,01-27-2020 ,
Fujian,China,26.0789,117.9874,01-27-2020 ,
Shanghai,China,31.202,121.4491,01-27-2020 ,1
Jiangsu,China,32.9711,119.455,01-27-2020 ,
Guangxi,China,23.8298,108.7881,01-27-2020 ,
Shaanxi,China,35.1917,108.8701,01-27-2020 ,
Hainan,China,19.1959,109.7453,01-27-2020 ,1
Liaoning,China,41.2956,122.6085,01-27-2020 ,
Yunnan,China,24.974,101.487,01-27-2020 ,
Tianjin,China,39.3054,117.323,01-27-2020 ,
Heilongjiang,China,47.862,127.7615,01-27-2020 ,1
Hebei,China,38.0428,114.5149,01-27-2020 ,1
Gansu,China,36.0611,103.8343,01-27-2020 ,
Shanxi,China,37.5777,112.2922,01-27-2020 ,
Inner Mongolia,China,44.0935,113.9448,01-27-2020 ,
Hong Kong,Hong Kong,22.3,114.2,01-27-2020 ,
Guizhou,China,26.8154,106.8748,01-27-2020 ,
Ningxia,China,37.2692,106.1655,01-27-2020 ,
Jilin,China,43.6661,126.1923,01-27-2020 ,
Macau,Macau,22.1667,113.55,01-27-2020 ,
Qinghai,China,35.7452,95.9956,01-27-2020 ,
Taiwan,Taiwan,23.7,121,01-27-2020 ,
Xinjiang,China,41.1129,85.2401,01-27-2020 ,
Washington,US,47.7511,-120.74,01-27-2020 ,
Illinois,US,40.6331,-89.3985,01-27-2020 ,
California,US,36.7783,-119.418,01-27-2020 ,
Arizona,US,34.0489,-111.094,01-27-2020 ,
,Japan,36,138,01-27-2020 ,
,Thailand,15,101,01-27-2020 ,
,South Korea,36,128,01-27-2020 ,
,Singapore,1.2833,103.8333,01-27-2020 ,
,Vietnam,16,108,01-27-2020 ,
,France,47,2,01-27-2020 ,
,Nepal,28.1667,84.25,01-27-2020 ,
,Malaysia,2.5,112.5,01-27-2020 ,
Ontario,Canada,51.2538,-85.3232,01-27-2020 ,
,Cambodia,11.55,104.9167,01-27-2020 ,
,Sri Lanka,7,81,01-27-2020 ,
,Ivory Coast,7.54,-5.55,01-27-2020 ,
New South Wales,Australia,-33.8688,151.2093,01-27-2020 ,
Victoria,Australia,-37.8136,144.9631,01-27-2020 ,
Hubei,China,30.9756,112.2707,01-28-2020 ,125
Guangdong,China,23.3417,113.4244,01-28-2020 ,
Zhejiang,China,29.1832,120.0934,01-28-2020 ,
Henan,China,33.88202,113.614,01-28-2020 ,1
Hunan,China,27.6104,111.7088,01-28-2020 ,
Chongqing,China,30.0572,107.874,01-28-2020 ,
Jiangxi,China,27.614,115.7221,01-28-2020 ,
Anhui,China,31.8257,117.2264,01-28-2020 ,
Shandong,China,36.3427,118.1498,01-28-2020 ,
Beijing,China,40.1824,116.4142,01-28-2020 ,1
Sichuan,China,30.6171,102.7103,01-28-2020 ,
Fujian,China,26.0789,117.9874,01-28-2020 ,
Jiangsu,China,32.9711,119.455,01-28-2020 ,
Shanghai,China,31.202,121.4491,01-28-2020 ,1
Guangxi,China,23.8298,108.7881,01-28-2020 ,
Shaanxi,China,35.1917,108.8701,01-28-2020 ,
Yunnan,China,24.974,101.487,01-28-2020 ,
Hainan,China,19.1959,109.7453,01-28-2020 ,1
Liaoning,China,41.2956,122.6085,01-28-2020 ,
Hebei,China,38.0428,114.5149,01-28-2020 ,1
Heilongjiang,China,47.862,127.7615,01-28-2020 ,1
Shanxi,China,37.5777,112.2922,01-28-2020 ,
Tianjin,China,39.3054,117.323,01-28-2020 ,
Gansu,China,36.0611,103.8343,01-28-2020 ,
Inner Mongolia,China,44.0935,113.9448,01-28-2020 ,
Ningxia,China,37.2692,106.1655,01-28-2020 ,
Xinjiang,China,41.1129,85.2401,01-28-2020 ,
Guizhou,China,26.8154,106.8748,01-28-2020 ,
Jilin,China,43.6661,126.1923,01-28-2020 ,
Taiwan,Taiwan,23.7,121,01-28-2020 ,
Hong Kong,Hong Kong,22.3,114.2,01-28-2020 ,
Macau,Macau,22.1667,113.55,01-28-2020 ,
Qinghai,China,35.7452,95.9956,01-28-2020 ,
Washington,US,47.7511,-120.74,01-28-2020 ,
Illinois,US,40.6331,-89.3985,01-28-2020 ,
California,US,36.7783,-119.418,01-28-2020 ,
Arizona,US,34.0489,-111.094,01-28-2020 ,
,Japan,36,138,01-28-2020 ,
,Thailand,15,101,01-28-2020 ,
,South Korea,36,128,01-28-2020 ,
,Singapore,1.2833,103.8333,01-28-2020 ,
,Vietnam,16,108,01-28-2020 ,
,France,47,2,01-28-2020 ,
,Nepal,28.1667,84.25,01-28-2020 ,
,Malaysia,2.5,112.5,01-28-2020 ,
Ontario,Canada,51.2538,-85.3232,01-28-2020 ,
British Columbia,Canada,49.2827,-123.1207,01-28-2020 ,
,Cambodia,11.55,104.9167,01-28-2020 ,
,Sri Lanka,7,81,01-28-2020 ,
New South Wales,Australia,-33.8688,151.2093,01-28-2020 ,
Victoria,Australia,-37.8136,144.9631,01-28-2020 ,
Bavaria,Germany,51.1657,10.4515,01-28-2020 ,
Hubei,China,30.9756,112.2707,01-29-2020 ,125
Zhejiang,China,29.1832,120.0934,01-29-2020 ,
Guangdong,China,23.3417,113.4244,01-29-2020 ,
Hunan,China,27.6104,111.7088,01-29-2020 ,
Henan,China,33.88202,113.614,01-29-2020 ,2
Anhui,China,31.8257,117.2264,01-29-2020 ,
Chongqing,China,30.0572,107.874,01-29-2020 ,
Shandong,China,36.3427,118.1498,01-29-2020 ,
Beijing,China,40.1824,116.4142,01-29-2020 ,1
Jiangxi,China,27.614,115.7221,01-29-2020 ,
Sichuan,China,30.6171,102.7103,01-29-2020 ,1
Jiangsu,China,32.9711,119.455,01-29-2020 ,
Shanghai,China,31.202,121.4491,01-29-2020 ,1
Fujian,China,26.0789,117.9874,01-29-2020 ,
Guangxi,China,23.8298,108.7881,01-29-2020 ,
Shaanxi,China,35.1917,108.8701,01-29-2020 ,
Yunnan,China,24.974,101.487,01-29-2020 ,
Hebei,China,38.0428,114.5149,01-29-2020 ,1
Hainan,China,19.1959,109.7453,01-29-2020 ,1
Liaoning,China,41.2956,122.6085,01-29-2020 ,
Heilongjiang,China,47.862,127.7615,01-29-2020 ,1
Tianjin,China,39.3054,117.323,01-29-2020 ,
Shanxi,China,37.5777,112.2922,01-29-2020 ,
Gansu,China,36.0611,103.8343,01-29-2020 ,
Inner Mongolia,China,44.0935,113.9448,01-29-2020 ,
Xinjiang,China,41.1129,85.2401,01-29-2020 ,
Ningxia,China,37.2692,106.1655,01-29-2020 ,
Hong Kong,Hong Kong,22.3,114.2,01-29-2020 ,
Guizhou,China,26.8154,106.8748,01-29-2020 ,
Jilin,China,43.6661,126.1923,01-29-2020 ,
Taiwan,Taiwan,23.7,121,01-29-2020 ,
Macau,Macau,22.1667,113.55,01-29-2020 ,
Qinghai,China,35.7452,95.9956,01-29-2020 ,
Washington,US,47.7511,-120.74,01-29-2020 ,
Illinois,US,40.6331,-89.3985,01-29-2020 ,
California,US,36.7783,-119.418,01-29-2020 ,
Arizona,US,34.0489,-111.094,01-29-2020 ,
,Japan,36,138,01-29-2020 ,
,Thailand,15,101,01-29-2020 ,
,South Korea,36,128,01-29-2020 ,
,Singapore,1.2833,103.8333,01-29-2020 ,
,Vietnam,16,108,01-29-2020 ,
,France,47,2,01-29-2020 ,
,Nepal,28.1667,84.25,01-29-2020 ,
,Malaysia,2.5,112.5,01-29-2020 ,
Ontario,Canada,51.2538,-85.3232,01-29-2020 ,
British Columbia,Canada,49.2827,-123.1207,01-29-2020 ,
,Cambodia,11.55,104.9167,01-29-2020 ,
,Sri Lanka,7,81,01-29-2020 ,
New South Wales,Australia,-33.8688,151.2093,01-29-2020 ,
Victoria,Australia,-37.8136,144.9631,01-29-2020 ,
Bavaria,Germany,51.1657,10.4515,01-29-2020 ,
,Finland,64,26,01-29-2020 ,
,United Arab Emirates,24,54,01-29-2020 ,
Hubei,China,30.9756,112.2707,01-30-2020 ,162
Zhejiang,China,29.1832,120.0934,01-30-2020 ,
Guangdong,China,23.3417,113.4244,01-30-2020 ,
Henan,China,33.88202,113.614,01-30-2020 ,2
Hunan,China,27.6104,111.7088,01-30-2020 ,
Anhui,China,31.8257,117.2264,01-30-2020 ,
Chongqing,China,30.0572,107.874,01-30-2020 ,
Jiangxi,China,27.614,115.7221,01-30-2020 ,
Shandong,China,36.3427,118.1498,01-30-2020 ,
Sichuan,China,30.6171,102.7103,01-30-2020 ,1
Jiangsu,China,32.9711,119.455,01-30-2020 ,
Beijing,China,40.1824,116.4142,01-30-2020 ,1
Shanghai,China,31.202,121.4491,01-30-2020 ,1
Fujian,China,26.0789,117.9874,01-30-2020 ,
Guangxi,China,23.8298,108.7881,01-30-2020 ,
Yunnan,China,24.974,101.487,01-30-2020 ,
Hebei,China,38.0428,114.5149,01-30-2020 ,1
Shaanxi,China,35.1917,108.8701,01-30-2020 ,
Hainan,China,19.1959,109.7453,01-30-2020 ,1
Heilongjiang,China,47.862,127.7615,01-30-2020 ,2
Liaoning,China,41.2956,122.6085,01-30-2020 ,
Shanxi,China,37.5777,112.2922,01-30-2020 ,
Tianjin,China,39.3054,117.323,01-30-2020 ,
Gansu,China,36.0611,103.8343,01-30-2020 ,
Inner Mongolia,China,44.0935,113.9448,01-30-2020 ,
Ningxia,China,37.2692,106.1655,01-30-2020 ,
Jilin,China,43.6661,126.1923,01-30-2020 ,
Xinjiang,China,41.1129,85.2401,01-30-2020 ,
Guizhou,China,26.8154,106.8748,01-30-2020 ,
Hong Kong,Hong Kong,22.3,114.2,01-30-2020 ,
Taiwan,Taiwan,23.7,121,01-30-2020 ,
Qinghai,China,35.7452,95.9956,01-30-2020 ,
Macau,Macau,22.1667,113.55,01-30-2020 ,
Tibet,China,31.6927,88.0924,01-30-2020 ,
Washington,US,47.7511,-120.74,01-30-2020 ,
Illinois,US,40.6331,-89.3985,01-30-2020 ,
California,US,36.7783,-119.418,01-30-2020 ,
Arizona,US,34.0489,-111.094,01-30-2020 ,
,Japan,36,138,01-30-2020 ,
,Thailand,15,101,01-30-2020 ,
,South Korea,36,128,01-30-2020 ,
,Singapore,1.2833,103.8333,01-30-2020 ,
,Vietnam,16,108,01-30-2020 ,
,France,47,2,01-30-2020 ,
,Nepal,28.1667,84.25,01-30-2020 ,
,Malaysia,2.5,112.5,01-30-2020 ,
Ontario,Canada,51.2538,-85.3232,01-30-2020 ,
British Columbia,Canada,49.2827,-123.1207,01-30-2020 ,
,Cambodia,11.55,104.9167,01-30-2020 ,
,Sri Lanka,7,81,01-30-2020 ,
New South Wales,Australia,-33.8688,151.2093,01-30-2020 ,
Victoria,Australia,-37.8136,144.9631,01-30-2020 ,
Queensland,Australia,-28.0167,153.4,01-30-2020 ,
Bavaria,Germany,51.1657,10.4515,01-30-2020 ,
,Finland,64,26,01-30-2020 ,
,United Arab Emirates,24,54,01-30-2020 ,
,Philippines,13,122,01-30-2020 ,
,India,21,78,01-30-2020 ,
Hubei,China,30.9756,112.2707,01-31-2020 ,204
Zhejiang,China,29.1832,120.0934,01-31-2020 ,
Guangdong,China,23.3417,113.4244,01-31-2020 ,
Henan,China,33.88202,113.614,01-31-2020 ,2
Hunan,China,27.6104,111.7088,01-31-2020 ,
Jiangxi,China,27.614,115.7221,01-31-2020 ,
Anhui,China,31.8257,117.2264,01-31-2020 ,
Chongqing,China,30.0572,107.874,01-31-2020 ,
Shandong,China,36.3427,118.1498,01-31-2020 ,
Sichuan,China,30.6171,102.7103,01-31-2020 ,1
Jiangsu,China,32.9711,119.455,01-31-2020 ,
Beijing,China,40.1824,116.4142,01-31-2020 ,1
Shanghai,China,31.202,121.4491,01-31-2020 ,1
Fujian,China,26.0789,117.9874,01-31-2020 ,
Guangxi,China,23.8298,108.7881,01-31-2020 ,
Shaanxi,China,35.1917,108.8701,01-31-2020 ,
Yunnan,China,24.974,101.487,01-31-2020 ,
Hebei,China,38.0428,114.5149,01-31-2020 ,1
Heilongjiang,China,47.862,127.7615,01-31-2020 ,2
Hainan,China,19.1959,109.7453,01-31-2020 ,1
Liaoning,China,41.2956,122.6085,01-31-2020 ,
Shanxi,China,37.5777,112.2922,01-31-2020 ,
Tianjin,China,39.3054,117.323,01-31-2020 ,
Guizhou,China,26.8154,106.8748,01-31-2020 ,
Gansu,China,36.0611,103.8343,01-31-2020 ,
Ningxia,China,37.2692,106.1655,01-31-2020 ,
Inner Mongolia,China,44.0935,113.9448,01-31-2020 ,
Xinjiang,China,41.1129,85.2401,01-31-2020 ,
Jilin,China,43.6661,126.1923,01-31-2020 ,
Hong Kong,Hong Kong,22.3,114.2,01-31-2020 ,
Taiwan,Taiwan,23.7,121,01-31-2020 ,
Qinghai,China,35.7452,95.9956,01-31-2020 ,
Macau,Macau,22.1667,113.55,01-31-2020 ,
Tibet,China,31.6927,88.0924,01-31-2020 ,
,Thailand,15,101,01-31-2020 ,
,Japan,36,138,01-31-2020 ,
,Singapore,1.2833,103.8333,01-31-2020 ,
,South Korea,36,128,01-31-2020 ,
,Malaysia,2.5,112.5,01-31-2020 ,
,France,47,2,01-31-2020 ,
Bavaria,Germany,51.1657,10.4515,01-31-2020 ,
New South Wales,Australia,-33.8688,151.2093,01-31-2020 ,
,United Arab Emirates,24,54,01-31-2020 ,
Victoria,Australia,-37.8136,144.9631,01-31-2020 ,
Illinois,US,40.6331,-89.3985,01-31-2020 ,
California,US,36.7783,-119.418,01-31-2020 ,
,Vietnam,16,108,01-31-2020 ,
Ontario,Canada,51.2538,-85.3232,01-31-2020 ,
Queensland,Australia,-28.0167,153.4,01-31-2020 ,
,Italy,43,12,01-31-2020 ,
,UK,55,-3,01-31-2020 ,
,Russia,60,90,01-31-2020 ,
Washington,US,47.7511,-120.74,01-31-2020 ,
Arizona,US,34.0489,-111.094,01-31-2020 ,
,Nepal,28.1667,84.25,01-31-2020 ,
British Columbia,Canada,49.2827,-123.1207,01-31-2020 ,
,Cambodia,11.55,104.9167,01-31-2020 ,
,Sri Lanka,7,81,01-31-2020 ,
,Finland,64,26,01-31-2020 ,
,Philippines,13,122,01-31-2020 ,
,India,21,78,01-31-2020 ,
,Sweden,63,16,01-31-2020 ,
Hubei,China,30.9756,112.2707,02-01-2020 ,249
Zhejiang,China,29.1832,120.0934,02-01-2020 ,0
Guangdong,China,23.3417,113.4244,02-01-2020 ,0
Henan,China,33.88202,113.614,02-01-2020 ,2
Hunan,China,27.6104,111.7088,02-01-2020 ,0
Anhui,China,31.8257,117.2264,02-01-2020 ,0
Jiangxi,China,27.614,115.7221,02-01-2020 ,0
Chongqing,China,30.0572,107.874,02-01-2020 ,1
Sichuan,China,30.6171,102.7103,02-01-2020 ,1
Shandong,China,36.3427,118.1498,02-01-2020 ,0
Jiangsu,China,32.9711,119.455,02-01-2020 ,0
Shanghai,China,31.202,121.4491,02-01-2020 ,1
Beijing,China,40.1824,116.4142,02-01-2020 ,1
Fujian,China,26.0789,117.9874,02-01-2020 ,0
Shaanxi,China,35.1917,108.8701,02-01-2020 ,0
Guangxi,China,23.8298,108.7881,02-01-2020 ,0
Hebei,China,38.0428,114.5149,02-01-2020 ,1
Yunnan,China,24.974,101.487,02-01-2020 ,0
Heilongjiang,China,47.862,127.7615,02-01-2020 ,2
Liaoning,China,41.2956,122.6085,02-01-2020 ,0
Hainan,China,19.1959,109.7453,02-01-2020 ,1
Shanxi,China,37.5777,112.2922,02-01-2020 ,0
Tianjin,China,39.3054,117.323,02-01-2020 ,0
Gansu,China,36.0611,103.8343,02-01-2020 ,0
Guizhou,China,26.8154,106.8748,02-01-2020 ,0
Ningxia,China,37.2692,106.1655,02-01-2020 ,0
Inner Mongolia,China,44.0935,113.9448,02-01-2020 ,0
,Japan,36,138,02-01-2020 ,0
,Thailand,15,101,02-01-2020 ,0
