Province/State,Country/Region,Lat,Long,Date,Confirmed,Last Update
British Columbia,Canada,49.2827,-123.1207,01-31-2020 ,1,
,Cambodia,11.55,104.9167,01-31-2020 ,1,
,Sri Lanka,7,81,01-31-2020 ,1,
,Finland,64,26,01-31-2020 ,1,
,Philippines,13,122,01-31-2020 ,1,
,India,21,78,01-31-2020 ,1,
,Sweden,63,16,01-31-2020 ,1,
Hubei,China,30.9756,112.2707,02-01-2020 ,7153,
Zhejiang,China,29.1832,120.0934,02-01-2020 ,599,
Guangdong,China,23.3417,113.4244,02-01-2020 ,535,
Henan,China,33.88202,113.614,02-01-2020 ,422,
Hunan,China,27.6104,111.7088,02-01-2020 ,389,
Anhui,China,31.8257,117.2264,02-01-2020 ,297,
Jiangxi,China,27.614,115.7221,02-01-2020 ,286,
Chongqing,China,30.0572,107.874,02-01-2020 ,247,
Sichuan,China,30.6171,102.7103,02-01-2020 ,207,
Shandong,China,36.3427,118.1498,02-01-2020 ,206,
Jiangsu,China,32.9711,119.455,02-01-2020 ,202,
Shanghai,China,31.202,121.4491,02-01-2020 ,169,
Beijing,China,40.1824,116.4142,02-01-2020 ,168,
Fujian,China,26.0789,117.9874,02-01-2020 ,144,
Shaanxi,China,35.1917,108.8701,02-01-2020 ,101,
Guangxi,China,23.8298,108.7881,02-01-2020 ,100,
Hebei,China,38.0428,114.5149,02-01-2020 ,96,
Yunnan,China,24.974,101.487,02-01-2020 ,93,
Heilongjiang,China,47.862,127.7615,02-01-2020 ,80,
Liaoning,China,41.2956,122.6085,02-01-2020 ,64,
Hainan,China,19.1959,109.7453,02-01-2020 ,62,
Shanxi,China,37.5777,112.2922,02-01-2020 ,47,
Tianjin,China,39.3054,117.323,02-01-2020 ,41,
Gansu,China,36.0611,103.8343,02-01-2020 ,40,
Guizhou,China,26.8154,106.8748,02-01-2020 ,29,
Ningxia,China,37.2692,106.1655,02-01-2020 ,26,
Inner Mongolia,China,44.0935,113.9448,02-01-2020 ,23,
,Japan,36,138,02-01-2020 ,20,
,Thailand,15,101,02-01-2020 ,19,
Xinjiang,China,41.1129,85.2401,02-01-2020 ,18,
Jilin,China,43.6661,126.1923,02-01-2020 ,17,
,Singapore,1.2833,103.8333,02-01-2020 ,16,
Hong Kong,Hong Kong,22.3,114.2,02-01-2020 ,13,
,South Korea,36,128,02-01-2020 ,12,
Taiwan,Taiwan,23.7,121,02-01-2020 ,10,
Qinghai,China,35.7452,95.9956,02-01-2020 ,9,
,Malaysia,2.5,112.5,02-01-2020 ,8,
,Germany,51,9,02-01-2020 ,8,
Macau,Macau,22.1667,113.55,02-01-2020 ,7,
,France,47,2,02-01-2020 ,6,
,Vietnam,16,108,02-01-2020 ,6,
New South Wales,Australia,-33.8688,151.2093,02-01-2020 ,4,
Victoria,Australia,-37.8136,144.9631,02-01-2020 ,4,
,United Arab Emirates,24,54,02-01-2020 ,4,
Queensland,Australia,-28.0167,153.4,02-01-2020 ,3,
Ontario,Canada,51.2538,-85.3232,02-01-2020 ,3,
,Italy,43,12,02-01-2020 ,2,
,Russia,60,90,02-01-2020 ,2,
,UK,55,-3,02-01-2020 ,2,
"Chicago, IL",US,41.8781,-87.6298,02-01-2020 ,2,
"Chicago, IL",US,41.8781,-87.6298,02-01-2020 ,2,
South Australia,Australia,-34.9285,138.6007,02-01-2020 ,1,
,Cambodia,11.55,104.9167,02-01-2020 ,1,
British Columbia,Canada,49.2827,-123.1207,02-01-2020 ,1,
,Finland,64,26,02-01-2020 ,1,
,India,21,78,02-01-2020 ,1,
Tibet,China,31.6927,88.0924,02-01-2020 ,1,
,Nepal,28.1667,84.25,02-01-2020 ,1,
,Philippines,13,122,02-01-2020 ,1,
,Spain,40,-4,02-01-2020 ,1,
,Sri Lanka,7,81,02-01-2020 ,1,
,Sweden,63,16,02-01-2020 ,1,
"Boston, MA",US,42.3601,-71.0589,02-01-2020 ,1,
"Boston, MA",US,42.3601,-71.0589,02-01-2020 ,1,
"Los Angeles, CA",US,34.0522,-118.2437,02-01-2020 ,1,
"Orange, CA",US,33.7879,-117.8531,02-01-2020 ,1,
"Orange, CA",US,33.7879,-117.8531,02-01-2020 ,1,
"Santa Clara, CA",US,37.3541,-121.9552,02-01-2020 ,1,
"Santa Clara, CA",US,37.3541,-121.9552,02-01-2020 ,1,
"Seattle, WA",US,47.6062,-122.3321,02-01-2020 ,1,
"Seattle, WA",US,47.6062,-122.3321,02-01-2020 ,1,
"Tempe, AZ",US,33.4255,-111.94,02-01-2020 ,1,
"Tempe, AZ",US,33.4255,-111.94,02-01-2020 ,1,
Hubei,China,30.9756,112.2707,02-02-2020 ,11177,
Zhejiang,China,29.1832,120.0934,02-02-2020 ,661,
Guangdong,China,23.3417,113.4244,02-02-2020 ,632,
Henan,China,33.88202,113.614,02-02-2020 ,493,
Hunan,China,27.6104,111.7088,02-02-2020 ,463,
Anhui,China,31.8257,117.2264,02-02-2020 ,340,
Jiangxi,China,27.614,115.7221,02-02-2020 ,333,
Chongqing,China,30.0572,107.874,02-02-2020 ,300,
Jiangsu,China,32.9711,119.455,02-02-2020 ,236,
Sichuan,China,30.6171,102.7103,02-02-2020 ,231,
Shandong,China,36.3427,118.1498,02-02-2020 ,230,
Beijing,China,40.1824,116.4142,02-02-2020 ,191,
Shanghai,China,31.202,121.4491,02-02-2020 ,182,
Fujian,China,26.0789,117.9874,02-02-2020 ,159,
Shaanxi,China,35.1917,108.8701,02-02-2020 ,116,
Guangxi,China,23.8298,108.7881,02-02-2020 ,111,
Yunnan,China,24.974,101.487,02-02-2020 ,105,
Hebei,China,38.0428,114.5149,02-02-2020 ,104,
Heilongjiang,China,47.862,127.7615,02-02-2020 ,95,
Liaoning,China,41.2956,122.6085,02-02-2020 ,70,
Shanxi,China,37.5777,112.2922,02-02-2020 ,66,
Hainan,China,19.1959,109.7453,02-02-2020 ,64,
Gansu,China,36.0611,103.8343,02-02-2020 ,51,
Tianjin,China,39.3054,117.323,02-02-2020 ,48,
Guizhou,China,26.8154,106.8748,02-02-2020 ,38,
Ningxia,China,37.2692,106.1655,02-02-2020 ,28,
Inner Mongolia,China,44.0935,113.9448,02-02-2020 ,27,
Jilin,China,43.6661,126.1923,02-02-2020 ,23,
Xinjiang,China,41.1129,85.2401,02-02-2020 ,21,
,Japan,36,138,02-02-2020 ,20,
,Thailand,15,101,02-02-2020 ,19,
,Singapore,1.2833,103.8333,02-02-2020 ,18,
Hong Kong,Hong Kong,22.3,114.2,02-02-2020 ,15,
,South Korea,36,128,02-02-2020 ,15,
Qinghai,China,35.7452,95.9956,02-02-2020 ,11,
,Germany,51,9,02-02-2020 ,10,
Taiwan,Taiwan,23.7,121,02-02-2020 ,10,
Macau,Macau,22.1667,113.55,02-02-2020 ,8,
,Malaysia,2.5,112.5,02-02-2020 ,8,
,France,47,2,02-02-2020 ,6,
,Vietnam,16,108,02-02-2020 ,6,
,United Arab Emirates,24,54,02-02-2020 ,5,
New South Wales,Australia,-33.8688,151.2093,02-02-2020 ,4,
Victoria,Australia,-37.8136,144.9631,02-02-2020 ,4,
Ontario,Canada,51.2538,-85.3232,02-02-2020 ,3,
Queensland,Australia,-28.0167,153.4,02-02-2020 ,2,
South Australia,Australia,-34.9285,138.6007,02-02-2020 ,2,
,India,21,78,02-02-2020 ,2,
,Italy,43,12,02-02-2020 ,2,
,Philippines,13,122,02-02-2020 ,2,
,Russia,60,90,02-02-2020 ,2,
,UK,55,-3,02-02-2020 ,2,
"Chicago, IL",US,41.8781,-87.6298,02-02-2020 ,2,
"Chicago, IL",US,41.8781,-87.6298,02-02-2020 ,2,
,Cambodia,11.55,104.9167,02-02-2020 ,1,
British Columbia,Canada,49.2827,-123.1207,02-02-2020 ,1,
,Finland,64,26,02-02-2020 ,1,
Tibet,China,31.6927,88.0924,02-02-2020 ,1,
,Nepal,28.1667,84.25,02-02-2020 ,1,
,Spain,40,-4,02-02-2020 ,1,
,Sri Lanka,7,81,02-02-2020 ,1,
,Sweden,63,16,02-02-2020 ,1,
"Boston, MA",US,42.3601,-71.0589,02-02-2020 ,1,
"Boston, MA",US,42.3601,-71.0589,02-02-2020 ,1,
"Los Angeles, CA",US,34.0522,-118.2437,02-02-2020 ,1,
"Orange, CA",US,33.7879,-117.8531,02-02-2020 ,1,
"Orange, CA",US,33.7879,-117.8531,02-02-2020 ,1,
"Santa Clara, CA",US,37.3541,-121.9552,02-02-2020 ,1,
"Santa Clara, CA",US,37.3541,-121.9552,02-02-2020 ,1,
"Seattle, WA",US,47.6062,-122.3321,02-02-2020 ,1,
"Seattle, WA",US,47.6062,-122.3321,02-02-2020 ,1,
"Tempe, AZ",US,33.4255,-111.94,02-02-2020 ,1,
"Tempe, AZ",US,33.4255,-111.94,02-02-2020 ,1,
Hubei,China,30.9756,112.2707,02-03-2020 ,13522,
Guangdong,China,23.3417,113.4244,02-03-2020 ,725,
Zhejiang,China,29.1832,120.0934,02-03-2020 ,724,
Henan,China,33.88202,113.614,02-03-2020 ,566,
Hunan,China,27.6104,111.7088,02-03-2020 ,521,
Anhui,China,31.8257,117.2264,02-03-2020 ,408,
Jiangxi,China,27.614,115.7221,02-03-2020 ,391,
Chongqing,China,30.0572,107.874,02-03-2020 ,337,
Jiangsu,China,32.9711,119.455,02-03-2020 ,271,
Shandong,China,36.3427,118.1498,02-03-2020 ,259,
Sichuan,China,30.6171,102.7103,02-03-2020 ,254,
Beijing,China,40.1824,116.4142,02-03-2020 ,212,
Shanghai,China,31.202,121.4491,02-03-2020 ,203,
Fujian,China,26.0789,117.9874,02-03-2020 ,179,
Shaanxi,China,35.1917,108.8701,02-03-2020 ,128,
Guangxi,China,23.8298,108.7881,02-03-2020 ,127,
Heilongjiang,China,47.862,127.7615,02-03-2020 ,121,
Yunnan,China,24.974,101.487,02-03-2020 ,117,
Hebei,China,38.0428,114.5149,02-03-2020 ,113,
Liaoning,China,41.2956,122.6085,02-03-2020 ,74,
Shanxi,China,37.5777,112.2922,02-03-2020 ,74,
Hainan,China,19.1959,109.7453,02-03-2020 ,72,
Tianjin,China,39.3054,117.323,02-03-2020 ,60,
Gansu,China,36.0611,103.8343,02-03-2020 ,55,
Guizhou,China,26.8154,106.8748,02-03-2020 ,46,
Inner Mongolia,China,44.0935,113.9448,02-03-2020 ,34,
Jilin,China,43.6661,126.1923,02-03-2020 ,31,
Ningxia,China,37.2692,106.1655,02-03-2020 ,31,
Xinjiang,China,41.1129,85.2401,02-03-2020 ,24,
,Japan,36,138,02-03-2020 ,20,
,Thailand,15,101,02-03-2020 ,19,
,Singapore,1.2833,103.8333,02-03-2020 ,18,
Hong Kong,Hong Kong,22.3,114.2,02-03-2020 ,15,
,South Korea,36,128,02-03-2020 ,15,
Qinghai,China,35.7452,95.9956,02-03-2020 ,13,
,Germany,51,9,02-03-2020 ,12,
Taiwan,Taiwan,23.7,121,02-03-2020 ,10,
Macau,Macau,22.1667,113.55,02-03-2020 ,8,
,Malaysia,2.5,112.5,02-03-2020 ,8,
,Vietnam,16,108,02-03-2020 ,8,
,France,47,2,02-03-2020 ,6,
,United Arab Emirates,24,54,02-03-2020 ,5,
New South Wales,Australia,-33.8688,151.2093,02-03-2020 ,4,
Victoria,Australia,-37.8136,144.9631,02-03-2020 ,4,
Ontario,Canada,51.2538,-85.3232,02-03-2020 ,3,
,India,21,78,02-03-2020 ,3,
Queensland,Australia,-28.0167,153.4,02-03-2020 ,2,
South Australia,Australia,-34.9285,138.6007,02-03-2020 ,2,
,Italy,43,12,02-03-2020 ,2,
,Philippines,13,122,02-03-2020 ,2,
,Russia,60,90,02-03-2020 ,2,
,UK,55,-3,02-03-2020 ,2,
"Chicago, IL",US,41.8781,-87.6298,02-03-2020 ,2,
"Chicago, IL",US,41.8781,-87.6298,02-03-2020 ,2,
"San Benito, CA",US,36.5761,-120.9876,02-03-2020 ,2,
"Santa Clara, CA",US,37.3541,-121.9552,02-03-2020 ,2,
"Santa Clara, CA",US,37.3541,-121.9552,02-03-2020 ,2,
,Cambodia,11.55,104.9167,02-03-2020 ,1,
British Columbia,Canada,49.2827,-123.1207,02-03-2020 ,1,
,Finland,64,26,02-03-2020 ,1,
Tibet,China,31.6927,88.0924,02-03-2020 ,1,
,Nepal,28.1667,84.25,02-03-2020 ,1,
,Spain,40,-4,02-03-2020 ,1,
,Sri Lanka,7,81,02-03-2020 ,1,
,Sweden,63,16,02-03-2020 ,1,
"Boston, MA",US,42.3601,-71.0589,02-03-2020 ,1,
"Boston, MA",US,42.3601,-71.0589,02-03-2020 ,1,
"Los Angeles, CA",US,34.0522,-118.2437,02-03-2020 ,1,
"Orange, CA",US,33.7879,-117.8531,02-03-2020 ,1,
"Orange, CA",US,33.7879,-117.8531,02-03-2020 ,1,
"Seattle, WA",US,47.6062,-122.3321,02-03-2020 ,1,
"Seattle, WA",US,47.6062,-122.3321,02-03-2020 ,1,
"Tempe, AZ",US,33.4255,-111.94,02-03-2020 ,1,
"Tempe, AZ",US,33.4255,-111.94,02-03-2020 ,1,
Hubei,China,30.9756,112.2707,02-04-2020 ,16678,
Zhejiang,China,29.1832,120.0934,02-04-2020 ,829,
Guangdong,China,23.3417,113.4244,02-04-2020 ,813,
Henan,China,33.88202,113.614,02-04-2020 ,675,
Hunan,China,27.6104,111.7088,02-04-2020 ,593,
Anhui,China,31.8257,117.2264,02-04-2020 ,480,
Jiangxi,China,27.614,115.7221,02-04-2020 ,476,
Chongqing,China,30.0572,107.874,02-04-2020 ,366,
Jiangsu,China,32.9711,119.455,02-04-2020 ,308,
Sichuan,China,30.6171,102.7103,02-04-2020 ,282,
Shandong,China,36.3427,118.1498,02-04-2020 ,275,
Beijing,China,40.1824,116.4142,02-04-2020 ,228,
Shanghai,China,31.202,121.4491,02-04-2020 ,219,
Fujian,China,26.0789,117.9874,02-04-2020 ,194,
Heilongjiang,China,47.862,127.7615,02-04-2020 ,155,
Shaanxi,China,35.1917,108.8701,02-04-2020 ,142,
Guangxi,China,23.8298,108.7881,02-04-2020 ,139,
Hebei,China,38.0428,114.5149,02-04-2020 ,126,
Yunnan,China,24.974,101.487,02-04-2020 ,122,
Liaoning,China,41.2956,122.6085,02-04-2020 ,81,
Shanxi,China,37.5777,112.2922,02-04-2020 ,81,
Hainan,China,19.1959,109.7453,02-04-2020 ,80,
Tianjin,China,39.3054,117.323,02-04-2020 ,67,
Guizhou,China,26.8154,106.8748,02-04-2020 ,58,
Gansu,China,36.0611,103.8343,02-04-2020 ,57,
Jilin,China,43.6661,126.1923,02-04-2020 ,42,
Inner Mongolia,China,44.0935,113.9448,02-04-2020 ,35,
Ningxia,China,37.2692,106.1655,02-04-2020 ,34,
Xinjiang,China,41.1129,85.2401,02-04-2020 ,29,
,Thailand,15,101,02-04-2020 ,25,
,Singapore,1.2833,103.8333,02-04-2020 ,24,
,Japan,36,138,02-04-2020 ,22,
Hong Kong,Hong Kong,22.3,114.2,02-04-2020 ,17,
,South Korea,36,128,02-04-2020 ,16,
Qinghai,China,35.7452,95.9956,02-04-2020 ,15,
,Germany,51,9,02-04-2020 ,12,
Taiwan,Taiwan,23.7,121,02-04-2020 ,11,
Macau,Macau,22.1667,113.55,02-04-2020 ,10,
,Malaysia,2.5,112.5,02-04-2020 ,10,
,Vietnam,16,108,02-04-2020 ,8,
,France,47,2,02-04-2020 ,6,
,United Arab Emirates,24,54,02-04-2020 ,5,
New South Wales,Australia,-33.8688,151.2093,02-04-2020 ,4,
Victoria,Australia,-37.8136,144.9631,02-04-2020 ,4,
Queensland,Australia,-28.0167,153.4,02-04-2020 ,3,
,India,21,78,02-04-2020 ,3,
South Australia,Australia,-34.9285,138.6007,02-04-2020 ,2,
"Toronto, ON",Canada,43.6532,-79.3832,02-04-2020 ,2,
"Toronto, ON",Canada,43.6532,-79.3832,02-04-2020 ,2,
,Italy,43,12,02-04-2020 ,2,
,Philippines,13,122,02-04-2020 ,2,
,Russia,60,90,02-04-2020 ,2,
,UK,55,-3,02-04-2020 ,2,
"Chicago, IL",US,41.8781,-87.6298,02-04-2020 ,2,
"Chicago, IL",US,41.8781,-87.6298,02-04-2020 ,2,
"San Benito, CA",US,36.5761,-120.9876,02-04-2020 ,2,
"Santa Clara, CA",US,37.3541,-121.9552,02-04-2020 ,2,
"Santa Clara, CA",US,37.3541,-121.9552,02-04-2020 ,2,
,Belgium,50.8333,4,02-04-2020 ,1,
,Cambodia,11.55,104.9167,02-04-2020 ,1,
British Columbia,Canada,49.2827,-123.1207,02-04-2020 ,1,
"London, ON",Canada,42.9849,-81.2453,02-04-2020 ,1,
"London, ON",Canada,42.9849,-81.2453,02-04-2020 ,1,
,Finland,64,26,02-04-2020 ,1,
Tibet,China,31.6927,88.0924,02-04-2020 ,1,
,Nepal,28.1667,84.25,02-04-2020 ,1,
,Spain,40,-4,02-04-2020 ,1,
,Sri Lanka,7,81,02-04-2020 ,1,
,Sweden,63,16,02-04-2020 ,1,
"Boston, MA",US,42.3601,-71.0589,02-04-2020 ,1,
"Boston, MA",US,42.3601,-71.0589,02-04-2020 ,1,
"Los Angeles, CA",US,34.0522,-118.2437,02-04-2020 ,1,
"Orange, CA",US,33.7879,-117.8531,02-04-2020 ,1,
"Orange, CA",US,33.7879,-117.8531,02-04-2020 ,1,
"Seattle, WA",US,47.6062,-122.3321,02-04-2020 ,1,
"Seattle, WA",US,47.6062,-122.3321,02-04-2020 ,1,
"Tempe, AZ",US,33.4255,-111.94,02-04-2020 ,1,
"Tempe, AZ",US,33.4255,-111.94,02-04-2020 ,1,
Hubei,China,30.9756,112.2707,02-05-2020 ,19665,
Guangdong,China,23.3417,113.4244,02-05-2020 ,895,
Zhejiang,China,29.1832,120.0934,02-05-2020 ,895,
Henan,China,33.88202,113.614,02-05-2020 ,764,
Hunan,China,27.6104,111.7088,02-05-2020 ,661,
Jiangxi,China,27.614,115.7221,02-05-2020 ,548,
Anhui,China,31.8257,117.2264,02-05-2020 ,530,
Chongqing,China,30.0572,107.874,02-05-2020 ,389,
Jiangsu,China,32.9711,119.455,02-05-2020 ,341,
Shandong,China,36.3427,118.1498,02-05-2020 ,307,
Sichuan,China,30.6171,102.7103,02-05-2020 ,301,
Beijing,China,40.1824,116.4142,02-05-2020 ,253,
Shanghai,China,31.202,121.4491,02-05-2020 ,243,
Fujian,China,26.0789,117.9874,02-05-2020 ,205,
Heilongjiang,China,47.862,127.7615,02-05-2020 ,190,
Shaanxi,China,35.1917,108.8701,02-05-2020 ,165,
Guangxi,China,23.8298,108.7881,02-05-2020 ,150,
Hebei,China,38.0428,114.5149,02-05-2020 ,135,
Yunnan,China,24.974,101.487,02-05-2020 ,128,
Hainan,China,19.1959,109.7453,02-05-2020 ,99,
Liaoning,China,41.2956,122.6085,02-05-2020 ,89,
Shanxi,China,37.5777,112.2922,02-05-2020 ,81,
Tianjin,China,39.3054,117.323,02-05-2020 ,69,
Guizhou,China,26.8154,106.8748,02-05-2020 ,64,
Gansu,China,36.0611,103.8343,02-05-2020 ,62,
Jilin,China,43.6661,126.1923,02-05-2020 ,54,
Inner Mongolia,China,44.0935,113.9448,02-05-2020 ,42,
Ningxia,China,37.2692,106.1655,02-05-2020 ,34,
Xinjiang,China,41.1129,85.2401,02-05-2020 ,32,
,Singapore,1.2833,103.8333,02-05-2020 ,28,
,Thailand,15,101,02-05-2020 ,25,
,Japan,36,138,02-05-2020 ,22,
Hong Kong,Hong Kong,22.3,114.2,02-05-2020 ,21,
,South Korea,36,128,02-05-2020 ,19,
Qinghai,China,35.7452,95.9956,02-05-2020 ,17,
,Germany,51,9,02-05-2020 ,12,
,Malaysia,2.5,112.5,02-05-2020 ,12,
Taiwan,Taiwan,23.7,121,02-05-2020 ,11,
Macau,Macau,22.1667,113.55,02-05-2020 ,10,
,Vietnam,16,108,02-05-2020 ,8,
,France,47,2,02-05-2020 ,6,
,United Arab Emirates,24,54,02-05-2020 ,5,
New South Wales,Australia,-33.8688,151.2093,02-05-2020 ,4,
Victoria,Australia,-37.8136,144.9631,02-05-2020 ,4,
Queensland,Australia,-28.0167,153.4,02-05-2020 ,3,
,India,21,78,02-05-2020 ,3,
South Australia,Australia,-34.9285,138.6007,02-05-2020 ,2,
British Columbia,Canada,49.2827,-123.1207,02-05-2020 ,2,
"Toronto, ON",Canada,43.6532,-79.3832,02-05-2020 ,2,
"Toronto, ON",Canada,43.6532,-79.3832,02-05-2020 ,2,
,Italy,43,12,02-05-2020 ,2,
,Philippines,13,122,02-05-2020 ,2,
,Russia,60,90,02-05-2020 ,2,
,UK,55,-3,02-05-2020 ,2,
"Chicago, IL",US,41.8781,-87.6298,02-05-2020 ,2,
"Chicago, IL",US,41.8781,-87.6298,02-05-2020 ,2,
"San Benito, CA",US,36.5761,-120.9876,02-05-2020 ,2,
"Santa Clara, CA",US,37.3541,-121.9552,02-05-2020 ,2,
"Santa Clara, CA",US,37.3541,-121.9552,02-05-2020 ,2,
,Belgium,50.8333,4,02-05-2020 ,1,
,Cambodia,11.55,104.9167,02-05-2020 ,1,
"London, ON",Canada,42.9849,-81.2453,02-05-2020 ,1,
"London, ON",Canada,42.9849,-81.2453,02-05-2020 ,1,
,Finland,64,26,02-05-2020 ,1,
Tibet,China,31.6927,88.0924,02-05-2020 ,1,
,Nepal,28.1667,84.25,02-05-2020 ,1,
,Spain,40,-4,02-05-2020 ,1,
,Sri Lanka,7,81,02-05-2020 ,1,
,Sweden,63,16,02-05-2020 ,1,
"Boston, MA",US,42.3601,-71.0589,02-05-2020 ,1,
"Boston, MA",US,42.3601,-71.0589,02-05-2020 ,1,
"Los Angeles, CA",US,34.0522,-118.2437,02-05-2020 ,1,
"Madison, WI",US,43.0731,-89.4012,02-05-2020 ,1,
"Orange, CA",US,33.7879,-117.8531,02-05-2020 ,1,
"Orange, CA",US,33.7879,-117.8531,02-05-2020 ,1,
"Seattle, WA",US,47.6062,-122.3321,02-05-2020 ,1,
"Seattle, WA",US,47.6062,-122.3321,02-05-2020 ,1,
"Tempe, AZ",US,33.4255,-111.94,02-05-2020 ,1,
"Tempe, AZ",US,33.4255,-111.94,02-05-2020 ,1,
Hubei,China,30.9756,112.2707,02-06-2020 ,22112,
Guangdong,China,23.3417,113.4244,02-06-2020 ,970,
Zhejiang,China,29.1832,120.0934,02-06-2020 ,954,
Henan,China,33.88202,113.614,02-06-2020 ,851,
Hunan,China,27.6104,111.7088,02-06-2020 ,711,
Jiangxi,China,27.614,115.7221,02-06-2020 ,600,
Anhui,China,31.8257,117.2264,02-06-2020 ,591,
Chongqing,China,30.0572,107.874,02-06-2020 ,411,
Jiangsu,China,32.9711,119.455,02-06-2020 ,373,
Shandong,China,36.3427,118.1498,02-06-2020 ,347,
Sichuan,China,30.6171,102.7103,02-06-2020 ,321,
Beijing,China,40.1824,116.4142,02-06-2020 ,274,
Shanghai,China,31.202,121.4491,02-06-2020 ,257,
Heilongjiang,China,47.862,127.7615,02-06-2020 ,227,
Fujian,China,26.0789,117.9874,02-06-2020 ,215,
Shaanxi,China,35.1917,108.8701,02-06-2020 ,173,
Guangxi,China,23.8298,108.7881,02-06-2020 ,168,
Hebei,China,38.0428,114.5149,02-06-2020 ,157,
Yunnan,China,24.974,101.487,02-06-2020 ,133,
Hainan,China,19.1959,109.7453,02-06-2020 ,106,
Shanxi,China,37.5777,112.2922,02-06-2020 ,96,
Liaoning,China,41.2956,122.6085,02-06-2020 ,94,
Tianjin,China,39.3054,117.323,02-06-2020 ,79,
Guizhou,China,26.8154,106.8748,02-06-2020 ,71,
Gansu,China,36.0611,103.8343,02-06-2020 ,62,
Jilin,China,43.6661,126.1923,02-06-2020 ,59,
Inner Mongolia,China,44.0935,113.9448,02-06-2020 ,46,
,Japan,36,138,02-06-2020 ,45,
Ningxia,China,37.2692,106.1655,02-06-2020 ,40,
Xinjiang,China,41.1129,85.2401,02-06-2020 ,36,
,Singapore,1.2833,103.8333,02-06-2020 ,28,
,Thailand,15,101,02-06-2020 ,25,
Hong Kong,Hong Kong,22.3,114.2,02-06-2020 ,24,
,South Korea,36,128,02-06-2020 ,23,
Qinghai,China,35.7452,95.9956,02-06-2020 ,18,
Taiwan,Taiwan,23.7,121,02-06-2020 ,16,
,Germany,51,9,02-06-2020 ,12,
,Malaysia,2.5,112.5,02-06-2020 ,12,
Macau,Macau,22.1667,113.55,02-06-2020 ,10,
,Vietnam,16,108,02-06-2020 ,10,
,France,47,2,02-06-2020 ,6,
,United Arab Emirates,24,54,02-06-2020 ,5,
New South Wales,Australia,-33.8688,151.2093,02-06-2020 ,4,
Queensland,Australia,-28.0167,153.4,02-06-2020 ,4,
Victoria,Australia,-37.8136,144.9631,02-06-2020 ,4,
,India,21,78,02-06-2020 ,3,
South Australia,Australia,-34.9285,138.6007,02-06-2020 ,2,
British Columbia,Canada,49.2827,-123.1207,02-06-2020 ,2,
"Toronto, ON",Canada,43.6532,-79.3832,02-06-2020 ,2,
"Toronto, ON",Canada,43.6532,-79.3832,02-06-2020 ,2,
,Italy,43,12,02-06-2020 ,2,
,Philippines,13,122,02-06-2020 ,2,
,Russia,60,90,02-06-2020 ,2,
,UK,55,-3,02-06-2020 ,2,
"Chicago, IL",US,41.8781,-87.6298,02-06-2020 ,2,
"Chicago, IL",US,41.8781,-87.6298,02-06-2020 ,2,
"San Benito, CA",US,36.5761,-120.9876,02-06-2020 ,2,
"Santa Clara, CA",US,37.3541,-121.9552,02-06-2020 ,2,
"Santa Clara, CA",US,37.3541,-121.9552,02-06-2020 ,2,
,Belgium,50.8333,4,02-06-2020 ,1,
,Cambodia,11.55,104.9167,02-06-2020 ,1,
"London, ON",Canada,42.9849,-81.2453,02-06-2020 ,1,
"London, ON",Canada,42.9849,-81.2453,02-06-2020 ,1,
,Finland,64,26,02-06-2020 ,1,
Tibet,China,31.6927,88.0924,02-06-2020 ,1,
,Nepal,28.1667,84.25,02-06-2020 ,1,
,Spain,40,-4,02-06-2020 ,1,
,Sri Lanka,7,81,02-06-2020 ,1,
,Sweden,63,16,02-06-2020 ,1,
"Boston, MA",US,42.3601,-71.0589,02-06-2020 ,1,
"Boston, MA",US,42.3601,-71.0589,02-06-2020 ,1,
"Los Angeles, CA",US,34.0522,-118.2437,02-06-2020 ,1,
"Madison, WI",US,43.0731,-89.4012,02-06-2020 ,1,
"Orange, CA",US,33.7879,-117.8531,02-06-2020 ,1,
"Orange, CA",US,33.7879,-117.8531,02-06-2020 ,1,
"Seattle, WA",US,47.6062,-122.3321,02-06-2020 ,1,
"Seattle, WA",US,47.6062,-122.3321,02-06-2020 ,1,
"Tempe, AZ",US,33.4255,-111.94,02-06-2020 ,1,
"Tempe, AZ",US,33.4255,-111.94,02-06-2020 ,1,
Hubei,China,30.9756,112.2707,02-07-2020 ,24953,
Guangdong,China,23.3417,113.4244,02-07-2020 ,1034,
Zhejiang,China,29.1832,120.0934,02-07-2020 ,1006,
Henan,China,33.88202,113.614,02-07-2020 ,914,
Hunan,China,27.6104,111.7088,02-07-2020 ,772,
Anhui,China,31.8257,117.2264,02-07-2020 ,665,
Jiangxi,China,27.614,115.7221,02-07-2020 ,661,
Chongqing,China,30.0572,107.874,02-07-2020 ,426,
Jiangsu,China,32.9711,119.455,02-07-2020 ,408,
Shandong,China,36.3427,118.1498,02-07-2020 ,386,
Sichuan,China,30.6171,102.7103,02-07-2020 ,344,
Beijing,China,40.1824,116.4142,02-07-2020 ,297,
Heilongjiang,China,47.862,127.7615,02-07-2020 ,277,
Shanghai,China,31.202,121.4491,02-07-2020 ,277,
Fujian,China,26.0789,117.9874,02-07-2020 ,224,
Shaanxi,China,35.1917,108.8701,02-07-2020 ,184,
Guangxi,China,23.8298,108.7881,02-07-2020 ,172,
Hebei,China,38.0428,114.5149,02-07-2020 ,172,
